path	top_level	audit_unit	status	evidence_refs	cross_refs	notes
cmd/ratesengine-aggregator/main_test.go	cmd	cmd/ratesengine-aggregator	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-api/main.go	cmd	cmd/ratesengine-api	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-api/main_test.go	cmd	cmd/ratesengine-api	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-indexer/main.go	cmd	cmd/ratesengine-indexer	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-indexer/main_test.go	cmd	cmd/ratesengine-indexer	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-migrate/main.go	cmd	cmd/ratesengine-migrate	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/backfill.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/backfill_test.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/cross_region_check.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/cross_region_check_test.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/cross_region_monitor.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/cross_region_monitor_test.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/discovery.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/hubble_check.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/hubble_check_test.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/hubble_soroban_events.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/hubble_soroban_events_test.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/main.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/supply.go	cmd	cmd/ratesengine-ops	done	EV-0006		finding F-0503
cmd/ratesengine-ops/verify_archive_chunks.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/verify_archive_chunks_integration_test.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/verify_archive_chunks_test.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/wasm_extract.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/wasm_extract_test.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-ops/wasm_history_test.go	cmd	cmd/ratesengine-ops	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-sla-probe/main.go	cmd	cmd/ratesengine-sla-probe	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-sla-probe/main_test.go	cmd	cmd/ratesengine-sla-probe	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-sla-probe/textfile.go	cmd	cmd/ratesengine-sla-probe	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
cmd/ratesengine-sla-probe/textfile_test.go	cmd	cmd/ratesengine-sla-probe	done	EV-0002,EV-0006		reviewed in 2026-05-02 cold audit
commitlint.config.js	(root)	commitlint.config.js	done	EV-0001,EV-0003		reviewed in 2026-05-02 cold audit
configs/ansible/README.md	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/ansible.cfg	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/inventory/r1.example.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/inventory/r2.example.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/inventory/r3.example.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/playbooks/archival-node.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/requirements.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/defaults/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/files/galexie-append.sh	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/files/galexie-archive-fill.sh	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/files/galexie-backfill-status.sh	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/files/node-healthcheck.sh	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/handlers/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/01-preflight.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/02-kernel.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/03-zfs.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/04-users.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/05-postgres.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/06-stellar-core.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/07-galexie.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/08-stellar-rpc.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/09-minio.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/10-observability.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/11-firewall.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/12-hardening.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/13-healthcheck.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/14-ratesengine-services.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/tasks/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/galexie.toml.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/minio.env.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/nftables.conf.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/pg_hba.conf.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/postgresql.conf.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/ratesengine.toml.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/sshd_config.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/stellar-core.cfg.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/stellar-rpc.cfg.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/systemd/galexie.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/systemd/minio.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/systemd/node-healthcheck.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/systemd/node-healthcheck.timer.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/systemd/ratesengine-aggregator.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/systemd/ratesengine-indexer.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/systemd/stellar-core.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/archival-node/templates/systemd/stellar-rpc.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/README.md	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/defaults/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/handlers/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/meta/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/tasks/01-preflight.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/tasks/02-install.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/tasks/03-haproxy-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/tasks/04-keepalived-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/tasks/05-systemd.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/tasks/06-firewall.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/tasks/07-monitoring.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/tasks/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/templates/haproxy-systemd-override.conf.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/templates/haproxy.cfg.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/haproxy/templates/keepalived.conf.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/README.md	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/defaults/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/handlers/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/meta/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/tasks/agent-01-install.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/tasks/agent-02-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/tasks/agent-03-systemd.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/tasks/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/tasks/server-01-preflight.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/tasks/server-02-install.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/tasks/server-03-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/tasks/server-04-systemd.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/tasks/server-05-firewall.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/templates/loki-config.yaml.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/templates/loki.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/templates/promtail-config.yaml.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/loki/templates/promtail.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/README.md	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/defaults/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/handlers/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/meta/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/01-preflight.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/02-etcd-install.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/03-etcd-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/04-etcd-systemd.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/05-patroni-install.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/06-patroni-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/07-patroni-systemd.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/08-patroni-bootstrap.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/09-patroni-join.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/10-firewall.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/11-monitoring.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/tasks/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/templates/etcd.conf.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/templates/etcd.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/templates/patroni.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/patroni/templates/patroni.yml.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/README.md	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/defaults/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/handlers/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/meta/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/tasks/01-preflight.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/tasks/02-install.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/tasks/03-prometheus-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/tasks/04-alertmanager-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/tasks/05-systemd.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/tasks/06-firewall.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/tasks/07-monitoring.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/tasks/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/templates/alertmanager.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/templates/alertmanager.yml.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/templates/prometheus.service.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/prometheus/templates/prometheus.yml.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/README.md	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/defaults/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/handlers/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/meta/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/tasks/01-preflight.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/tasks/02-install.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/tasks/03-redis-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/tasks/04-sentinel-configure.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/tasks/05-systemd.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/tasks/06-firewall.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/tasks/07-monitoring.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/tasks/main.yml	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/templates/redis-systemd-override.conf.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/templates/redis.conf.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/ansible/roles/redis-sentinel/templates/sentinel.conf.j2	configs	configs/ansible	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/audit/README.md	configs	configs/audit	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/audit/wasm-walk-contracts.yaml	configs	configs/audit	done	EV-0008		reviewed in 2026-05-02 cold audit
configs/example.toml	configs	configs/example.toml	done	EV-0008		reviewed in 2026-05-02 cold audit
deploy/docker-compose/.env.example	deploy	deploy/docker-compose	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/docker-compose/README.md	deploy	deploy/docker-compose	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/docker-compose/dev.yaml	deploy	deploy/docker-compose	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/docker-compose/init/00-timescale-extension.sql	deploy	deploy/docker-compose	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/README.md	deploy	deploy/monitoring	done	EV-0004		finding F-0501
deploy/monitoring/rules/aggregator.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/anomaly.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/api.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/archive-completeness.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/cache.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/divergence.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/infra.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/ingestion.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/meta.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/sla-probe.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/slo.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/stellar.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/storage.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/supply-refresh.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/supply-snapshot.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/supply.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/monitoring/rules/verify-archive.yml	deploy	deploy/monitoring	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/archive-completeness.service	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/archive-completeness.timer	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/ratesengine-aggregator.service	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/ratesengine-api.service	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/ratesengine-indexer.service	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/sla-probe.service	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/sla-probe.timer	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/supply-snapshot.service	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/supply-snapshot.timer	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/verify-archive-tier-a.service	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
deploy/systemd/verify-archive-tier-a.timer	deploy	deploy/systemd	done	EV-0003,EV-0004		reviewed in 2026-05-02 cold audit
docs/adr/0001-horizon-deprecated.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0002-minio-s3-compat-storage.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0003-i128-no-truncation.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
