file_path	file_kind	workstream	status	evidence_refs	notes
deploy/monitoring/rules/anomaly.yml	config	W14	todo		
deploy/monitoring/rules/api.yml	config	W14	todo		
deploy/monitoring/rules/archive-completeness.yml	config	W14	todo		
deploy/monitoring/rules/cache.yml	config	W14	todo		
deploy/monitoring/rules/divergence.yml	config	W14	todo		
deploy/monitoring/rules/external-pollers.yml	config	W14	todo		
deploy/monitoring/rules/galexie-archive.yml	config	W14	todo		
deploy/monitoring/rules/infra.yml	config	W14	todo		
deploy/monitoring/rules/ingestion.yml	config	W14	todo		
deploy/monitoring/rules/ledgerstream-tier.yml	config	W14	todo		
deploy/monitoring/rules/meta.yml	config	W14	todo		
deploy/monitoring/rules/sla-probe.yml	config	W14	todo		
deploy/monitoring/rules/slo.yml	config	W14	todo		
deploy/monitoring/rules/stellar.yml	config	W14	todo		
deploy/monitoring/rules/storage.yml	config	W14	todo		
deploy/monitoring/rules/supply-refresh.yml	config	W14	todo		
deploy/monitoring/rules/supply-snapshot.yml	config	W14	todo		
deploy/monitoring/rules/supply.yml	config	W14	todo		
deploy/monitoring/rules/verify-archive.yml	config	W14	todo		
deploy/status-page/README.md	config	W18	todo		
deploy/systemd/archive-completeness.service	config	W18	todo		
deploy/systemd/archive-completeness.timer	config	W18	todo		
deploy/systemd/galexie-archive-fill.service	config	W18	todo		
deploy/systemd/galexie-archive-fill.timer	config	W18	todo		
deploy/systemd/galexie-archive-tip-lag.service	config	W18	todo		
deploy/systemd/galexie-archive-tip-lag.timer	config	W18	todo		
deploy/systemd/galexie-archive-trim.service	config	W18	todo		
deploy/systemd/galexie-archive-trim.timer	config	W18	todo		
deploy/systemd/ratesengine-aggregator.service	config	W18	todo		
deploy/systemd/ratesengine-api.service	config	W18	todo		
deploy/systemd/ratesengine-indexer.service	config	W18	todo		
deploy/systemd/sla-probe.service	config	W18	todo		
deploy/systemd/sla-probe.timer	config	W18	todo		
deploy/systemd/supply-snapshot.service	config	W18	todo		
deploy/systemd/supply-snapshot.timer	config	W18	todo		
deploy/systemd/verify-archive-tier-a.service	config	W18	todo		
deploy/systemd/verify-archive-tier-a.timer	config	W18	todo		
docker/README.md	config	W18	todo		
docker/ratesengine-aggregator.Dockerfile	config	W18	todo		
docker/ratesengine-api.Dockerfile	config	W18	todo		
docker/ratesengine-indexer.Dockerfile	config	W18	todo		
docker/ratesengine-migrate.Dockerfile	config	W18	todo		
docker/ratesengine-ops.Dockerfile	config	W18	todo		
docker/ratesengine-sla-probe.Dockerfile	config	W18	todo		
docs/adr/0001-horizon-deprecated.md	documentation	W02	todo		
docs/adr/0002-minio-s3-compat-storage.md	documentation	W02	todo		
docs/adr/0003-i128-no-truncation.md	documentation	W02	todo		
docs/adr/0004-tier1-validator-aspiration.md	documentation	W02	todo		
docs/adr/0005-monorepo.md	documentation	W02	todo		
docs/adr/0006-timescaledb-for-price-time-series.md	documentation	W02	todo		
docs/adr/0007-redis-cache-schema.md	documentation	W02	todo		
docs/adr/0008-ha-topology.md	documentation	W02	todo		
docs/adr/0009-latency-budget.md	documentation	W02	todo		
docs/adr/0010-off-chain-fiat-representation.md	documentation	W02	todo		
docs/adr/0011-supply-algorithm.md	documentation	W02	todo		
docs/adr/0012-quorum-set-composition.md	documentation	W02	todo		
docs/adr/0013-go-stellar-sdk-xdr-for-scval.md	documentation	W02	todo		
docs/adr/0014-crypto-ticker-representation.md	documentation	W02	todo		
docs/adr/0015-last-closed-bucket-rate-serving.md	documentation	W02	todo		
docs/adr/0016-per-region-storage-strategy.md	documentation	W02	todo		
docs/adr/0017-archive-completeness-invariants.md	documentation	W02	todo		
docs/adr/0018-api-consistency-surfaces.md	documentation	W02	todo		
docs/adr/0019-anomaly-response-and-confidence-scoring.md	documentation	W02	todo		
docs/adr/0020-chart-api-contract.md	documentation	W02	todo		
docs/adr/0021-account-entry-observer.md	documentation	W02	todo		
docs/adr/0022-classic-supply-observers.md	documentation	W02	todo		
docs/adr/0023-sep41-supply-observer.md	documentation	W02	todo		
docs/adr/0024-redis-ha-via-sentinel.md	documentation	W02	todo		
docs/adr/0025-caddy-cloudflare-trusted-proxy.md	documentation	W02	todo		
docs/adr/0026-stablecoin-fiat-proxy-late-binding.md	documentation	W02	todo		
docs/adr/0027-lcm-cache-tiering.md	documentation	W02	todo		
docs/adr/0028-rwa-asset-representation.md	documentation	W02	todo		
docs/adr/0029-soroban-events-landing-zone.md	documentation	W02	todo		
docs/adr/README.md	documentation	W02	todo		
docs/adr/_template.md	documentation	W02	todo		
docs/architecture/aggregation-plan.md	documentation	W02	todo		
docs/architecture/cctp-stellar-coverage.md	documentation	W02	todo		
docs/architecture/chaos-suite-design-note.md	documentation	W02	todo		
docs/architecture/coins-to-assets-migration.md	documentation	W02	todo		
docs/architecture/contract-call-coverage-audit.md	documentation	W02	todo		
docs/architecture/contract-schema-evolution.md	documentation	W02	todo		
docs/architecture/coverage-matrix.md	documentation	W02	todo		
docs/architecture/ecosystem-review-2026-04-23.md	documentation	W02	todo		
docs/architecture/explorer-data-inventory.md	documentation	W02	todo		
docs/architecture/explorer-implementation-plan.md	documentation	W02	todo		
docs/architecture/ha-plan.md	documentation	W02	todo		
docs/architecture/haproxy-ansible-role-design-note.md	documentation	W02	todo		
docs/architecture/infrastructure/archival-node-spec.md	documentation	W02	todo		
docs/architecture/infrastructure/existing-k8s-assessment.md	documentation	W02	todo		
docs/architecture/infrastructure/hosting-options.md	documentation	W02	todo		
docs/architecture/infrastructure/multi-region-topology.md	documentation	W02	todo		
docs/architecture/infrastructure/validator-rollout.md	documentation	W02	todo		
docs/architecture/ingest-pipeline.md	documentation	W02	todo		
docs/architecture/k6-load-tests-design-note.md	documentation	W02	todo		
docs/architecture/launch-readiness-backlog.md	documentation	W02	todo		
docs/architecture/loki-ansible-role-design-note.md	documentation	W02	todo		
docs/architecture/multi-network-assets-migration.md	documentation	W02	todo		
docs/architecture/oracle-manipulation-defense.md	documentation	W02	todo		
docs/architecture/patroni-ansible-role-design-note.md	documentation	W02	todo		
docs/architecture/platform-spec.md	documentation	W02	todo		
docs/architecture/prometheus-ansible-role-design-note.md	documentation	W02	todo		
docs/architecture/r2-r3-bringup.md	documentation	W02	todo		
docs/architecture/redis-sentinel-ansible-role-design-note.md	documentation	W02	todo		
docs/architecture/repo-hygiene-plan.md	documentation	W02	todo		
docs/architecture/rozo-stellar-coverage.md	documentation	W02	todo		
docs/architecture/semver-policy.md	documentation	W02	todo		
docs/architecture/status-page-hosting-comparison.md	documentation	W02	todo		
docs/architecture/storage-considerations.md	documentation	W02	todo		
docs/architecture/supply-pipeline.md	documentation	W02	todo		
docs/audit-2026-04-29/00-plan.md	documentation	W16	todo		
docs/audit-2026-04-29/01-tracker.md	documentation	W16	todo		
docs/audit-2026-04-29/02-protocol.md	documentation	W16	todo		
docs/audit-2026-04-29/03-journeys.md	documentation	W16	todo		
docs/audit-2026-04-29/04-reconciliation.md	documentation	W16	todo		
docs/audit-2026-04-29/05-findings-register.md	documentation	W16	todo		
docs/audit-2026-04-29/06-exclusions-register.md	documentation	W16	todo		
docs/audit-2026-04-29/07-remediation-plan.md	documentation	W16	todo		
docs/audit-2026-04-29/README.md	documentation	W16	todo		
docs/audit-2026-04-29/evidence/README.md	documentation	W16	todo		
docs/audit-2026-04-29/evidence/cross-file-interactions.md	documentation	W16	todo		
docs/audit-2026-04-29/evidence/log.md	documentation	W16	todo		
docs/audit-2026-04-29/evidence/tree-observations.md	documentation	W16	todo		
docs/audit-2026-04-29/inventory/README.md	documentation	W16	todo		
docs/audit-2026-04-29/inventory/area-counts.md	documentation	W16	todo		
docs/audit-2026-04-29/inventory/file-coverage.tsv	documentation	W16	todo		
docs/audit-2026-04-29/inventory/generate.sh	documentation	W16	todo		
docs/audit-2026-04-29/inventory/repo-snapshot.md	documentation	W16	todo		
docs/audit-2026-05-02/00-plan.md	documentation	W16	todo		
docs/audit-2026-05-02/01-tracker.md	documentation	W16	todo		
docs/audit-2026-05-02/02-protocol.md	documentation	W16	todo		
docs/audit-2026-05-02/03-journeys.md	documentation	W16	todo		
docs/audit-2026-05-02/04-reconciliation.md	documentation	W16	todo		
docs/audit-2026-05-02/05-findings-register.md	documentation	W16	todo		
docs/audit-2026-05-02/06-exclusions-register.md	documentation	W16	todo		
docs/audit-2026-05-02/07-remediation-plan.md	documentation	W16	todo		
docs/audit-2026-05-02/README.md	documentation	W16	todo		
docs/audit-2026-05-02/evidence/README.md	documentation	W16	todo		
docs/audit-2026-05-02/evidence/cross-file-interactions.md	documentation	W16	todo		
docs/audit-2026-05-02/evidence/log.md	documentation	W16	todo		
docs/audit-2026-05-02/evidence/tree-observations.md	documentation	W16	todo		
docs/audit-2026-05-02/inventory/README.md	documentation	W16	todo		
docs/audit-2026-05-02/inventory/area-counts.md	documentation	W16	todo		
docs/audit-2026-05-02/inventory/file-coverage.tsv	documentation	W16	todo		
docs/audit-2026-05-02/inventory/generate.sh	documentation	W16	todo		
